piece,voices_p6_up,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_final_tone,stop_measure,cadence_kind,cadence_kind_before,cadence_kind_after,cadence_final_tone_before,cadence_final_tone_after,phrase_length
Un jour dormoit Colin en my des prez,None,None,10,None,F,11,Authentic,CAD NDLT,Authentic+NoCadence,F,C+None,2
Un jour dormoit Colin en my des prez,None,None,4,None,None,5,NoCadence,NoCadence,CAD NDLT,None,F,2
Il est permis trouver au lict s'amie,None,None,30,None,F,32,Authentic,NoCadence,None,None,None,3
Il est permis trouver au lict s'amie,None,None,27,None,None,27,NoCadence,Authentic+Authentic+NoCadence,Authentic+Authentic,G+G+None,F+F,1
Il est permis trouver au lict s'amie,None,None,22,None,G,24,Authentic,NoCadence,NoCadence+NoCadence,None,None+None,3
Il est permis trouver au lict s'amie,None,None,18,None,None,18,NoCadence,Authentic+Authentic,Authentic+Authentic,C+C,G+G,1
Il est permis trouver au lict s'amie,None,None,7,None,C,8,Authentic,NoCadence,Authentic+NoCadence,None,C+None,2
Il est permis trouver au lict s'amie,None,None,3,None,None,4,NoCadence,None,Authentic,None,C,2
Où cerchez-vous du dieu d'amour l'empire,None,None,36,None,F,38,Authentic,CadInCad+NoCadence,None,F+None,None,3
Où cerchez-vous du dieu d'amour l'empire,None,None,30,None,F,31,Authentic,Plagal+Phrygian,CadInCad+NoCadence,D+A,F+None,2
Où cerchez-vous du dieu d'amour l'empire,None,None,28,None,D,29,Plagal,Authentic+CadInCad+CadInCad+Authentic,NoCadence+Authentic,C+C+C+C,None+F,2
Où cerchez-vous du dieu d'amour l'empire,None,None,23,None,C,25,Authentic,CAD NDLT+Authentic,Plagal+Phrygian+NoCadence,C+C,D+A+None,3
Où cerchez-vous du dieu d'amour l'empire,None,None,19,None,C,20,CAD NDLT,Authentic+CadInCad,Authentic+CadInCad+CadInCad+Authentic,G+G,C+C+C+C,2
Où cerchez-vous du dieu d'amour l'empire,None,None,14,None,G,15,Authentic,Authentic+Authentic,CAD NDLT+Authentic,F+F,C+C,2
Où cerchez-vous du dieu d'amour l'empire,None,None,9,None,F,10,Authentic,CAD NDLT+Authentic,Authentic+CadInCad,C+C,G+G,2
Où cerchez-vous du dieu d'amour l'empire,None,None,5,None,C,6,CAD NDLT,Authentic,Authentic+Authentic,F,F+F,2
Puisque tu veulx mettre fin à ta plaincte,None,None,31,None,E,32,Plagal,Authentic+Authentic+CAD NDLT,None,None+G+G,None,2
Puisque tu veulx mettre fin à ta plaincte,None,None,25,None,None,26,Authentic,Authentic,Plagal,A,E,2
Puisque tu veulx mettre fin à ta plaincte,None,None,20,None,A,21,Authentic,NoCadence,Authentic+Authentic+CAD NDLT,None,None+G+G,2
Puisque tu veulx mettre fin à ta plaincte,None,None,16,None,None,16,NoCadence,Authentic+Phrygian,Authentic,A+E,A,1
Puisque tu veulx mettre fin à ta plaincte,None,None,10,None,A,11,Authentic,Authentic+Authentic,Phrygian+NoCadence,C+C,E+None,2
Puisque tu veulx mettre fin à ta plaincte,None,None,5,None,C,7,Authentic,None,Authentic,None,A,3
Je ne veulx plus de mon malheur me plaindre,None,None,28,None,E,29,Phrygian,NoCadence+Authentic,None,None+C,None,2
Je ne veulx plus de mon malheur me plaindre,None,None,25,None,None,26,NoCadence,Authentic+Authentic+Authentic,Phrygian,A+A+C,E,2
Je ne veulx plus de mon malheur me plaindre,None,None,20,None,A,22,Authentic,CAD NDLT+Authentic,Authentic+NoCadence+Authentic,G+G,C+None+C,3
Je ne veulx plus de mon malheur me plaindre,None,None,16,None,G,17,CAD NDLT,Authentic,Authentic+Authentic,C,A+A,2
Je ne veulx plus de mon malheur me plaindre,None,None,14,None,C,15,Authentic,Authentic,CAD NDLT+Authentic,A,G+G,2
Je ne veulx plus de mon malheur me plaindre,None,None,11,None,A,12,Authentic,Authentic,Authentic,C,C,2
Je ne veulx plus de mon malheur me plaindre,None,None,6,None,C,7,Authentic,Phrygian,Authentic,E,A,2
Je ne veulx plus de mon malheur me plaindre,None,None,3,None,E,3,Phrygian,None,Phrygian,None,E,1
Quand je voy ma mignonne rire,None,None,18,None,G,19,Authentic,NoCadence,None,None,None,2
Quand je voy ma mignonne rire,None,None,16,None,None,16,NoCadence,Plagal+Authentic,Authentic+Authentic,A+D,G+G,1
Quand je voy ma mignonne rire,None,None,13,None,None,13,NoCadence,Authentic+Authentic,Plagal,D+E,A,1
Quand je voy ma mignonne rire,None,None,9,None,None,9,NoCadence,Plagal+NoCadence,Authentic,G+None,D,1
Quand je voy ma mignonne rire,None,None,4,None,D,5,Authentic,NoCadence+NoCadence,Plagal+NoCadence,None+None,G+None,2
Quand je voy ma mignonne rire,None,None,3,None,None,3,NoCadence,Phrygian+NoCadence,Authentic,A+None,D,1
Ce disoit une jeune dame,None,None,40,None,G,41,Authentic,Phrygian+NoCadence,None,A+None,None,2
Ce disoit une jeune dame,None,None,35,None,A,36,Phrygian,Authentic,Authentic+Authentic,D,G+G,2
Ce disoit une jeune dame,None,None,30,None,D,31,Authentic,Authentic+Authentic,Phrygian+NoCadence,G+G,A+None,2
Ce disoit une jeune dame,None,None,25,None,G,27,Authentic,Authentic,Authentic,B-flat,D,3
Ce disoit une jeune dame,None,None,21,None,B-flat,22,Authentic,Authentic+NoCadence,Authentic+Authentic,G+None,G+G,2
Ce disoit une jeune dame,None,None,15,None,None,15,Phrygian,NoCadence+Phrygian,Phrygian,None+D,D,1
Ce disoit une jeune dame,None,None,7,None,None,7,NoCadence,NoCadence+Phrygian,Authentic,None+A,D,1
Ce disoit une jeune dame,None,None,3,None,None,4,NoCadence,None,Phrygian+NoCadence,None,A+None,2
"J'endure tout, c'est bien raison",None,None,7,None,None,7,NoCadence,Authentic+Authentic,Authentic,D+D,D,1
"J'endure tout, c'est bien raison",None,None,35,None,G,36,Authentic,Plagal,None,D,None,2
"J'endure tout, c'est bien raison",None,None,30,None,D,30,Plagal,Authentic+Authentic,Authentic,D+D,G,1
"J'endure tout, c'est bien raison",None,None,25,None,D,27,Authentic,Plagal+Plagal,Plagal,D+D,D,3
"J'endure tout, c'est bien raison",None,None,24,None,D,24,Plagal,Plagal+Plagal,Authentic+Authentic,D+D,D+D,1
"J'endure tout, c'est bien raison",None,None,9,None,D,10,Authentic,NoCadence,Plagal,None,D,2
"J'endure tout, c'est bien raison",None,None,2,None,D,4,Authentic,None,NoCadence,None,None,3
"Ça ces beaux yeux, ça ceste bouche",None,None,32,None,G,33,Authentic,Phrygian+Phrygian,None,A+B-flat,None,2
"Ça ces beaux yeux, ça ceste bouche",None,None,29,None,A,30,Phrygian,NoCadence+Authentic,Authentic,None+F,G,2
"Ça ces beaux yeux, ça ceste bouche",None,None,25,None,B-flat,26,Authentic,Authentic+Authentic,NoCadence+Authentic,D+D,None+F,2
"Ça ces beaux yeux, ça ceste bouche",None,None,22,None,D,23,Authentic,Authentic,Authentic,G,B-flat,2
"Ça ces beaux yeux, ça ceste bouche",None,None,11,None,G,12,Authentic,Authentic+Authentic,Plagal+NoCadence,D+D,D+None,2
"Ça ces beaux yeux, ça ceste bouche",None,None,4,None,D,6,Authentic,None,Authentic,None,G,3
Musiciens qui chantez à plaisir,None,None,54,None,D,55,Authentic,Authentic,Phrygian,G,D,2
Musiciens qui chantez à plaisir,None,None,50,None,G,52,Authentic,CadInCad+Authentic,Authentic+Phrygian,G+G,D+D,3
Musiciens qui chantez à plaisir,None,None,37,None,G,39,CadInCad,Authentic+Authentic+CadInCad,Authentic,D+D+D,G,3
Musiciens qui chantez à plaisir,None,None,30,None,D,32,Authentic,Authentic,CadInCad+Authentic,G,G+G,3
Musiciens qui chantez à plaisir,None,None,12,None,G,13,Authentic,Plagal,Authentic+Authentic+CadInCad,D,D+D+D,2
Musiciens qui chantez à plaisir,None,None,5,None,D,6,Plagal,None,Authentic,None,G,2
Musiciens qui chantez à plaisir,None,None,64,None,G,65,Authentic,Authentic+Authentic,None,G+G,None,2
Musiciens qui chantez à plaisir,None,None,59,None,G,61,Authentic,Phrygian,Authentic+CadInCad,D,G+G,3
"Long temps y a, innocente pucelle",None,None,34,None,G,35,Authentic,Authentic,Authentic,D,G,2
"Long temps y a, innocente pucelle",None,None,28,None,D,29,Authentic,Plagal,Authentic,D,G,2
"Long temps y a, innocente pucelle",None,None,24,None,D,24,Plagal,Authentic+Authentic+Plagal,Authentic,B-flat+B-flat+D,D,1
"Long temps y a, innocente pucelle",None,None,18,None,B-flat,19,Authentic,Plagal,Plagal+Plagal,F,D+D,2
"Long temps y a, innocente pucelle",None,None,15,None,F,16,Plagal,Authentic+Authentic,Authentic+Authentic,G+G,B-flat+B-flat,2
"Long temps y a, innocente pucelle",None,None,10,None,G,12,Authentic,Authentic,Plagal,D,F,3
"Long temps y a, innocente pucelle",None,None,5,None,D,6,Authentic,None,Authentic+Authentic,None,G+G,2
Madame je vous remercie/ De m'avoir esté si rebourse,None,None,33,None,D,34,Authentic,Authentic,NoCadence+NoCadence,G,None+None,2
Madame je vous remercie/ De m'avoir esté si rebourse,None,None,31,None,G,31,Authentic,Plagal+Authentic,Authentic,D+G,D,1
Madame je vous remercie/ De m'avoir esté si rebourse,None,None,27,None,D,28,Plagal,Authentic+Authentic,Authentic+Authentic,B-flat+B-flat,G+G,2
Madame je vous remercie/ De m'avoir esté si rebourse,None,None,24,None,B-flat,25,Authentic,Authentic,Plagal,D,D,2
Madame je vous remercie/ De m'avoir esté si rebourse,None,None,19,None,D,20,Authentic,Authentic,Authentic+Authentic,D,B-flat+B-flat,2
Madame je vous remercie/ De m'avoir esté si rebourse,None,None,11,None,D,12,Authentic,Authentic+Authentic,Authentic+Authentic,D+D,G+G,2
Madame je vous remercie/ De m'avoir esté si rebourse,None,None,3,None,D,5,Authentic,Authentic,Authentic,D,D,3
Madame je vous remercie/ De m'avoir esté si rebourse,None,None,2,None,D,3,Authentic,None,Authentic+Authentic,None,D+D,2
Si pour amans la lune est importune,None,None,30,None,C,30,Plagal,Authentic+CAD NDLT+NoCadence,None,G+G+None,None,1
Si pour amans la lune est importune,None,None,24,None,G,25,CAD NDLT,Authentic,NoCadence+Plagal,C,None+C,2
Jamais amour n'aura ceste puissance,None,None,37,None,D,38,Authentic,Plagal+Phrygian,None,D+A,None,2
Jamais amour n'aura ceste puissance,None,None,32,None,A,33,Phrygian,Authentic,Authentic+Authentic,G,D+D,2
Jamais amour n'aura ceste puissance,None,None,6,None,B-flat,7,Authentic,None,Authentic,None,G,2
"Où est ce temps, dictes, mademoiselle",None,None,26,None,None,27,NoCadence,Plagal,Authentic,D,G,2
"Où est ce temps, dictes, mademoiselle",None,None,12,None,G,13,Authentic,Authentic,Authentic,D,D,2
Amour se doibt figurer une rose,None,None,28,None,G,29,Authentic,Plagal,None,D,None,2
Amour se doibt figurer une rose,None,None,15,None,B-flat,16,Authentic,Authentic+Authentic,NoCadence+Authentic,G+G,None+D,2
Amour se doibt figurer une rose,None,None,10,None,G,11,Authentic,Phrygian,Authentic,D,B-flat,2
"Plaisir, prouffit, honneur, advancement",None,None,43,None,G,44,Authentic,Authentic+Authentic,None,B-flat+B-flat,None,2
"Plaisir, prouffit, honneur, advancement",None,None,33,None,B-flat,34,Authentic,Authentic,Authentic+Authentic,B-flat,G+G,2
"Plaisir, prouffit, honneur, advancement",None,None,9,None,G,10,Authentic,Plagal,NoCadence,D,None,2
"Plaisir, prouffit, honneur, advancement",None,None,6,None,D,6,Plagal,Authentic,Authentic+Authentic,None,G+G,1
Or à ce jour le verd may se termine,None,None,46,None,None,47,NoCadence,Authentic,NoCadence,A,None,2
Or à ce jour le verd may se termine,None,None,24,None,None,25,NoCadence,Plagal,NoCadence,A,None,2
Or à ce jour le verd may se termine,None,None,21,None,A,21,Plagal,Authentic,Plagal,A,A,1
Or à ce jour le verd may se termine,None,None,12,None,A,13,Plagal,Authentic,Authentic,A,A,2
D'amour me plainctz et du mal que je sens,None,None,38,None,G,39,Authentic,Authentic,None,G,None,2
D'amour me plainctz et du mal que je sens,None,None,21,None,G,22,Authentic,Phrygian+Phrygian,Authentic,A+A,G,2
D'amour me plainctz et du mal que je sens,None,None,17,None,A,18,Phrygian,Authentic,Authentic+Authentic,G,G+G,2
D'amour me plainctz et du mal que je sens,None,None,3,None,D,4,Plagal,None,NoCadence,None,None,2
La grant doulceur de vostre cler visaige,None,None,41,None,G,42,Authentic,Phrygian+Phrygian,None,D+D,None,2
La grant doulceur de vostre cler visaige,None,None,34,None,D,35,Phrygian,Plagal+Plagal,Authentic+Authentic,G+G,G+G,2
La grant doulceur de vostre cler visaige,None,None,29,None,G,30,Plagal,Plagal+Phrygian,Phrygian+Phrygian,D+A,D+D,2
La grant doulceur de vostre cler visaige,None,None,23,None,A,24,Phrygian,Authentic,Plagal+Plagal,G,G+G,2
A tout jamais d'un vouloir immortel,None,None,56,None,D,56,Plagal,Authentic+Plagal,None,G+D,None,1
A tout jamais d'un vouloir immortel,None,None,24,None,F,25,Authentic,Authentic,Authentic,B-flat,G,2
Elle voyant approcher mon départ ,None,None,22,None,D,24,Authentic,Authentic,None,F,None,3
Elle voyant approcher mon départ ,None,None,16,None,F,17,Authentic,Authentic,Authentic,D,F,2
Si vous aviez comme moy faim,None,None,24,None,G,26,Authentic,Phrygian,None,D,None,3
Si vous aviez comme moy faim,None,None,20,None,D,21,Phrygian,Authentic,Authentic+Authentic+Authentic,D,G+G+G,2
Si vous aviez comme moy faim,None,None,16,None,D,17,Authentic,Authentic+Authentic,Phrygian,B-flat+B-flat,D,2
Si vous aviez comme moy faim,None,None,5,None,G,7,Authentic,NoCadence,Authentic+Authentic,None,B-flat+B-flat,3
Quand j'ay esté quinze heures avec vous,None,None,17,None,G,18,Plagal,Authentic,Plagal,D,G,2
Quand j'ay esté quinze heures avec vous,None,None,4,None,B-flat,5,Authentic,Authentic+Authentic,NoCadence+NoCadence,G+B-flat,None+None,2
Vous estes un fascheux homme,None,None,46,None,G,47,Authentic,Authentic,None,G,None,2
Vous estes un fascheux homme,None,None,39,None,G,40,Authentic,NoCadence,Authentic,None,G,2
Vous estes un fascheux homme,None,None,26,None,G,27,Plagal,Authentic,NoCadence,G,None,2
Vous estes un fascheux homme,None,None,24,None,G,25,Authentic,NoCadence,Plagal+Phrygian+NoCadence,None,G+D+None,2
Vous estes un fascheux homme,None,None,15,None,A,15,Phrygian,Plagal+Plagal,NoCadence,F+F,None,1
Vous estes un fascheux homme,None,None,12,None,D,12,Authentic,NoCadence,Plagal+Plagal,D,F+F,1
Vous estes un fascheux homme,None,None,8,None,G,9,Authentic,NoCadence+Authentic,NoCadence,None+G,D,2
J'ay le fruit tant désiré,None,None,27,None,G,29,Authentic,Plagal,None,B-flat,None,3
J'ay le fruit tant désiré,None,None,23,None,D,24,Authentic,Plagal,Plagal,D,B-flat,2
J'ay le fruit tant désiré,None,None,20,None,D,21,Plagal,Authentic,Authentic+Plagal,B-flat,D+B-flat,2
J'ay le fruit tant désiré,None,None,6,None,G,8,Authentic,Authentic,Authentic,B-flat,G,3
J'ay le fruit tant désiré,None,None,3,None,B-flat,4,Authentic,None,Authentic+Authentic,None,G+G,2
C'est a moy qu'en veult ce coqu,None,None,30,None,D,31,Authentic,Authentic+Authentic,None,D+D,None,2
C'est a moy qu'en veult ce coqu,None,None,14,None,A,15,Plagal,Plagal+Plagal,Plagal,G+G,A,2
C'est a moy qu'en veult ce coqu,None,None,5,None,D,6,Authentic,NoCadence,CAD NDLT,D,G,2
C'est a moy qu'en veult ce coqu,None,None,3,None,None,3,NoCadence,NoCadence,Plagal+NoCadence,None,D+D,1
Quand contremont voirras retourner loyre,None,None,20,None,None,21,NoCadence,NoCadence+Authentic,Authentic,None+D,D,2
Quand contremont voirras retourner loyre,None,None,17,None,None,17,NoCadence,Phrygian+Plagal,Authentic+NoCadence,E+A,D+None,1
Quand contremont voirras retourner loyre,None,None,13,None,A,14,Plagal,Authentic,NoCadence,A,None,2
Prendre plaisir en aymant loyaulment,None,None,32,None,G,34,Authentic,Authentic+Authentic,None,D+D,None,3
Prendre plaisir en aymant loyaulment,None,None,27,None,D,28,Authentic,Authentic+Authentic,Authentic+Authentic,D+D,G+G,2
Prendre plaisir en aymant loyaulment,None,None,21,None,D,22,Authentic,Authentic,Authentic+Authentic,G,D+D,2
Quand suis au lict pour prendre mon repos,None,None,29,None,G,30,Authentic,Authentic,None,D,None,2
Quand suis au lict pour prendre mon repos,None,None,18,None,D,18,Plagal,Authentic+Authentic+NoCadence,Authentic,C+C+None,D,1
Quand suis au lict pour prendre mon repos,None,None,14,None,C,15,Authentic,Authentic+Authentic,NoCadence+Plagal,G+G,None+D,2
Quand suis au lict pour prendre mon repos,None,None,9,None,G,10,Authentic,Authentic,Authentic+Authentic,D,C+C,2
Quand suis au lict pour prendre mon repos,None,None,3,None,D,4,Authentic,None,Authentic,None,D,2
Monsieur l'Abbé et monsieur son vallet,None,None,67,None,A,68,Phrygian,Authentic+Authentic,Plagal,G+None,D,2
Monsieur l'Abbé et monsieur son vallet,None,None,60,None,G,62,Authentic,NoCadence,Phrygian+Plagal,None,A+D,3
Monsieur l'Abbé et monsieur son vallet,None,None,56,None,None,57,NoCadence,Authentic,NoCadence,G,None,2
Monsieur l'Abbé et monsieur son vallet,None,None,48,None,G,49,Authentic,Authentic,NoCadence,D,None,2
Monsieur l'Abbé et monsieur son vallet,None,None,42,None,D,43,Authentic,Authentic,Authentic,G,D,2
Monsieur l'Abbé et monsieur son vallet,None,None,18,None,G,19,Authentic,Authentic+Authentic,Authentic,D+D,G,2
Monsieur l'Abbé et monsieur son vallet,None,None,11,None,D,12,Authentic,None,Authentic+Authentic,None,G+G,2
"Rien plus ne quiers, ma dame me contente",None,None,28,None,G,29,Authentic,Authentic,None,C,None,2
"Rien plus ne quiers, ma dame me contente",None,None,23,None,C,24,Authentic,Authentic,CAD NDLT+Authentic,C,C+C,2
"Rien plus ne quiers, ma dame me contente",None,None,24,None,C,24,CAD NDLT,Authentic+Authentic,Authentic,C+C,C,1
"Rien plus ne quiers, ma dame me contente",None,None,24,None,C,24,Authentic,Authentic+Authentic+CAD NDLT,Authentic,C+C+C,G,1
"Rien plus ne quiers, ma dame me contente",None,None,17,None,C,18,Authentic,Authentic+Authentic,Authentic,G+G,C,2
"Rien plus ne quiers, ma dame me contente",None,None,18,None,C,19,Authentic,Authentic+Authentic+Authentic,Authentic+CAD NDLT+Authentic,G+G+C,C+C+C,2
"Rien plus ne quiers, ma dame me contente",None,None,12,None,G,14,Authentic,Authentic,Authentic+Authentic,G,C+C,3
"Rien plus ne quiers, ma dame me contente",None,None,13,None,G,14,Authentic,Authentic,Authentic+Authentic,G,C+C,2
"Rien plus ne quiers, ma dame me contente",None,None,7,None,G,8,Authentic,Authentic,Authentic,G,G,2
"Rien plus ne quiers, ma dame me contente",None,None,2,None,G,3,Authentic,None,Authentic+Authentic,None,G+G,2
"Rien plus ne quiers, ma dame me contente",None,None,8,None,G,8,Authentic,Authentic+Authentic,Authentic+Authentic,G+G,G+G,1
Ne vous faschez si me voyez jaloux,None,None,45,None,G,45,Authentic,Authentic,None,C,None,1
Ne vous faschez si me voyez jaloux,None,None,40,None,C,40,Authentic,NoCadence,Authentic,None,G,1
Ne vous faschez si me voyez jaloux,None,None,35,None,None,36,NoCadence,Authentic,Authentic,C,C,2
Ne vous faschez si me voyez jaloux,None,None,32,None,C,32,Authentic,Authentic,NoCadence,G,None,1
Ne vous faschez si me voyez jaloux,None,None,13,None,G,14,Authentic,Authentic,Authentic,C,C,2
Ne vous faschez si me voyez jaloux,None,None,8,None,C,8,Authentic,None,Authentic,None,G,1
C'est a grand tort qu'on dict que le penser,None,None,39,None,F,40,Authentic,CadInCad,None,F,None,2
C'est a grand tort qu'on dict que le penser,None,None,34,None,F,35,CadInCad,Authentic,Authentic,C,F,2
C'est a grand tort qu'on dict que le penser,None,None,29,None,C,30,Authentic,Plagal,CadInCad,C,F,2
C'est a grand tort qu'on dict que le penser,None,None,24,None,C,25,Plagal,Authentic,Authentic,F,C,2
C'est a grand tort qu'on dict que le penser,None,None,20,None,F,21,Authentic,Authentic,Plagal,F,C,2
C'est a grand tort qu'on dict que le penser,None,None,13,None,F,14,Authentic,Authentic,Authentic,F,F,2
C'est a grand tort qu'on dict que le penser,None,None,8,None,F,9,Authentic,None,Authentic,None,F,2
Mon povre cueur qui sans aulcun repos,None,None,43,None,F,44,Authentic,Authentic,None,F,None,2
Mon povre cueur qui sans aulcun repos,None,None,39,None,F,40,Authentic,CadInCad,Authentic,C,F,2
